,Order Number,SmartPartNumber,EndOfPourTimeStamp,Line,Blend,Type,Height,Construction,Color,Thickness,Outside Skin,Outside Treatment,Outside Grooving,Inside Skin,Inside Grooving,Length,End Stiles,Backer Stile Placement,weekday,year,month,hour,time
2106,H000866813-2,I24HN-78NN-7V-1001NL-02C00-N4N,2021-12-16 02:00:00,1,27,I,24,H,N,7,8,N,N,7,V,1001,N,L,3,2021,12,2,02:00:00
2107,H000866813-2,T24HN-78HN-7V-1001NS-NNNNN-NXN,2021-12-17 09:00:00,1,27,T,24,H,N,7,8,H,N,7,V,1001,N,S,4,2021,12,9,09:00:00
2108,H000866813-2,B24HN-78HN-7V-1001NS-NNNNN-NXL,2021-12-17 09:00:00,1,27,B,24,H,N,7,8,H,N,7,V,1001,N,S,4,2021,12,9,09:00:00
2109,H000866813-2,I24HN-78HN-7V-1001NS-NNNNN-NXN,2021-12-17 09:00:00,1,27,I,24,H,N,7,8,H,N,7,V,1001,N,S,4,2021,12,9,09:00:00
2110,H000866813-2,I24HN-78HN-7V-1001NS-NNNNN-NXN,2021-12-17 09:00:00,1,27,I,24,H,N,7,8,H,N,7,V,1001,N,S,4,2021,12,9,09:00:00
2111,H000866813-2,I24HN-78HN-7V-1001NS-NNNNN-NXN,2021-12-17 09:00:00,1,27,I,24,H,N,7,8,H,N,7,V,1001,N,S,4,2021,12,9,09:00:00
2112,H000866813-2,I24HN-78NN-7V-1001NL-02C00-N4N,2021-12-16 02:00:00,1,27,I,24,H,N,7,8,N,N,7,V,1001,N,L,3,2021,12,2,02:00:00
2113,H000866813-2,T24HN-78HN-7V-1001NS-NNNNN-NXN,2021-12-17 09:00:00,1,27,T,24,H,N,7,8,H,N,7,V,1001,N,S,4,2021,12,9,09:00:00
2114,H000884548-1,B24HK-T1NV-7V-2202DD-NNNNN-NXL,2022-01-19 20:45:00,1,27,B,24,H,K,T,1,N,V,7,V,2202,D,D,2,2022,1,20,20:45:00
2115,H000884548-1,I21HK-T1NV-7V-2202DD-NNNNN-NXN,2022-01-20 02:45:00,1,27,I,21,H,K,T,1,N,V,7,V,2202,D,D,3,2022,1,2,02:45:00
2116,H000884548-1,I21HK-T1NV-7V-2202DD-NNNNN-NXN,2022-01-20 02:45:00,1,27,I,21,H,K,T,1,N,V,7,V,2202,D,D,3,2022,1,2,02:45:00
2117,H000884548-1,I21HK-T1NV-7V-2202DD-NNNNN-NXN,2022-01-20 02:45:00,1,27,I,21,H,K,T,1,N,V,7,V,2202,D,D,3,2022,1,2,02:45:00
2118,H000884548-1,T21HK-T1NV-7V-2202DD-NNNNN-NXT,2022-01-20 02:45:00,1,27,T,21,H,K,T,1,N,V,7,V,2202,D,D,3,2022,1,2,02:45:00
2119,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2120,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2121,H000885495-1,T21HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-01 22:15:00,1,27,T,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,22,22:15:00
2122,H000885495-1,B21HQ-T8GN-7V-1000SS-NNNNN-NXL,2021-12-01 21:30:00,1,27,B,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,21,21:30:00
2123,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2124,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2125,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2126,H000885495-1,T21HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-01 21:30:00,1,27,T,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,21,21:30:00
2127,H000885495-1,B21HQ-T8GN-7V-1000SS-NNNNN-NXL,2021-12-01 21:30:00,1,27,B,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,21,21:30:00
2128,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2129,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2130,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2131,H000885495-1,B21HQ-T8GN-7V-1000SS-NNNNN-NXL,2021-12-01 22:00:00,1,27,B,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,22,22:00:00
2132,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2133,H000885495-1,T21HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-01 21:30:00,1,27,T,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,21,21:30:00
2134,H000885495-1,B21HQ-T8GN-7V-1000SS-NNNNN-NXL,2021-12-01 21:30:00,1,27,B,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,21,21:30:00
2135,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2136,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 03:00:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,3,03:00:00
2137,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 02:45:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,2,02:45:00
2138,H000885495-1,T21HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-01 21:30:00,1,27,T,21,H,Q,T,8,G,N,7,V,1000,S,S,2,2021,12,21,21:30:00
2139,H000885495-1,I18HQ-T8GN-7V-1000SS-NNNNN-NXN,2021-12-02 08:00:00,1,27,I,18,H,Q,T,8,G,N,7,V,1000,S,S,3,2021,12,8,08:00:00
2140,H000903224-1,I21HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 13:30:00,1,27,I,21,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,13,13:30:00
2141,H000903224-1,T24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 08:00:00,1,27,T,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2142,H000903224-1,B24HQ-T1HN-7V-1608DD-NNNNN-NXL,2021-12-10 08:00:00,1,27,B,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2143,H000903224-1,I24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 08:00:00,1,27,I,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2144,H000903224-1,I24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 07:45:00,1,27,I,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,7,07:45:00
2145,H000903224-1,I24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 08:00:00,1,27,I,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2146,H000903224-1,I21HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 13:30:00,1,27,I,21,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,13,13:30:00
2147,H000903224-1,I21HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-11 02:00:00,1,27,I,21,H,Q,T,1,H,N,7,V,1608,D,D,5,2021,12,2,02:00:00
2148,H000903224-1,T24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 08:00:00,1,27,T,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2149,H000903224-1,B24HQ-T1HN-7V-1608DD-NNNNN-NXL,2021-12-10 08:00:00,1,27,B,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2150,H000903224-1,I24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 08:00:00,1,27,I,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2151,H000903224-1,I24HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 08:00:00,1,27,I,24,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,8,08:00:00
2152,H000903224-1,I21HQ-T1HN-7V-1608DD-NNNNN-NXN,2021-12-10 13:30:00,1,27,I,21,H,Q,T,1,H,N,7,V,1608,D,D,4,2021,12,13,13:30:00
2153,H000869933-1,T24HK-T1NV-7V-2402DD-NNNNN-NXM,2021-12-03 10:15:00,1,27,T,24,H,K,T,1,N,V,7,V,2402,D,D,4,2021,12,10,10:15:00
2154,H000885682-1,B24HK-T1NV-7V-2402DD-NNNNN-NXP,2022-02-08 07:15:00,1,27,B,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2155,H000885682-1,I24HK-T1NV-7V-2402DD-NNNNN-NXK,2022-02-08 07:15:00,1,27,I,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2156,H000885682-1,I24HK-T1NV-7V-2402DD-NNNNN-NXK,2022-02-08 07:15:00,1,27,I,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2157,H000885682-1,I24HK-T1NV-7V-2402DD-NNNNN-NXK,2022-02-08 07:15:00,1,27,I,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2158,H000885682-1,I24HK-T1NV-7V-2402DD-NNNNN-NXK,2022-02-08 07:15:00,1,27,I,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2159,H000885682-1,I24HK-T1NV-7V-2402DD-NNNNN-NXK,2022-02-08 07:15:00,1,27,I,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2160,H000885682-1,I24HK-T1NV-7V-2402DD-06C00-NFK,2022-02-07 00:30:00,1,27,I,24,H,K,T,1,N,V,7,V,2402,D,D,0,2022,2,0,00:30:00
2161,H000885682-1,T24HK-T1NV-7V-2402DD-NNNNN-NXM,2022-02-08 07:15:00,1,27,T,24,H,K,T,1,N,V,7,V,2402,D,D,1,2022,2,7,07:15:00
2162,H000888871-1,T21HE-78NN-7V-0800NL-02C00-C5N,2021-12-21 19:45:00,1,27,T,21,H,E,7,8,N,N,7,V,0800,N,L,1,2021,12,19,19:45:00
2163,H000888871-1,B21HE-78CN-7V-0800NS-NNNNN-NXL,2021-12-21 22:30:00,1,27,B,21,H,E,7,8,C,N,7,V,0800,N,S,1,2021,12,22,22:30:00
2164,H000888871-1,I21HE-78CN-7V-0800NS-NNNNN-NXN,2021-12-21 22:30:00,1,27,I,21,H,E,7,8,C,N,7,V,0800,N,S,1,2021,12,22,22:30:00
2165,H000888871-1,I21HE-78CN-7V-0800NS-NNNNN-NXN,2021-12-21 22:45:00,1,27,I,21,H,E,7,8,C,N,7,V,0800,N,S,1,2021,12,22,22:45:00
2166,H000891668-1,B24HQ-68BN-7V-0900NS-NNNNN-NXL,2022-01-05 06:00:00,1,27,B,24,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,6,06:00:00
2167,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 15:00:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,15,15:00:00
2168,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2169,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2170,H000891668-1,T24UQ-68NN-7V-0900NL-02C00-D5N,2022-01-04 05:45:00,1,28,T,24,U,Q,6,8,N,N,7,V,0900,N,L,1,2022,1,5,05:45:00
2171,H000891668-1,B24HQ-68BN-7V-0900NS-NNNNN-NXL,2022-01-05 06:00:00,1,27,B,24,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,6,06:00:00
2172,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2173,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2174,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2175,H000891873-3,T21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,T,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2176,H000891873-2,B21HQ-71PS-7V-1200NS-NNNNN-NXL,2022-01-07 06:15:00,1,27,B,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2177,H000891873-2,I21HQ-71PS-7V-1200NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2178,H000891873-2,I21HQ-71PS-7V-1200NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2179,H000891873-2,I21HQ-71PS-7V-1200NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2180,H000891873-2,I21HQ-71PS-7V-1200NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2181,H000891873-2,I21HQ-71PS-7V-1200NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2182,H000891873-2,I21HQ-71RS-7V-1200NS-03C00-NUN,2022-01-06 19:45:00,2,27,I,21,H,Q,7,1,R,S,7,V,1200,N,S,3,2022,1,19,19:45:00
2183,H000891873-2,T21HQ-71PS-7V-1200NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,T,21,H,Q,7,1,P,S,7,V,1200,N,S,4,2022,1,6,06:15:00
2184,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2185,H000891668-1,T24UQ-68NN-7V-0900NL-02C00-D5N,2022-01-04 05:45:00,1,28,T,24,U,Q,6,8,N,N,7,V,0900,N,L,1,2022,1,5,05:45:00
2186,H000890657-1,B24HQ-T1RS-7V-2002DD-NNNNN-NXL,2022-05-09 15:00:00,1,27,B,24,H,Q,T,1,R,S,7,V,2002,D,D,0,2022,5,15,15:00:00
2187,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2188,H000891668-1,T24UQ-68NN-7V-0900NL-02C00-D5N,2022-01-04 05:45:00,1,28,T,24,U,Q,6,8,N,N,7,V,0900,N,L,1,2022,1,5,05:45:00
2189,H000891668-1,B24HQ-68BN-7V-0900NS-NNNNN-NXL,2022-01-05 06:00:00,1,27,B,24,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,6,06:00:00
2190,H000891668-1,I21HQ-68BN-7V-0900NS-NNNNN-NXN,2022-01-05 14:15:00,1,27,I,21,H,Q,6,8,B,N,7,V,0900,N,S,2,2022,1,14,14:15:00
2191,H000890657-1,I24HQ-T1RS-7V-2002DD-NNNNN-NXN,2022-05-09 15:00:00,1,27,I,24,H,Q,T,1,R,S,7,V,2002,D,D,0,2022,5,15,15:00:00
2192,H000890657-1,I24HQ-T1RS-7V-2002DD-NNNNN-NXN,2022-05-09 15:00:00,1,27,I,24,H,Q,T,1,R,S,7,V,2002,D,D,0,2022,5,15,15:00:00
2193,H000890657-1,I24HQ-T1RS-7V-2002DD-NNNNN-NXN,2022-05-09 15:00:00,1,27,I,24,H,Q,T,1,R,S,7,V,2002,D,D,0,2022,5,15,15:00:00
2194,H000890657-1,T24HQ-T1RS-7V-2002DD-NNNNN-NXN,2022-05-09 15:00:00,1,27,T,24,H,Q,T,1,R,S,7,V,2002,D,D,0,2022,5,15,15:00:00
2195,H000891873-3,I18HQ-71PN-7V-1000NS-NNNNN-NXN,2022-01-07 07:45:00,1,27,I,18,H,Q,7,1,P,N,7,V,1000,N,S,4,2022,1,7,07:45:00
2196,H000891873-3,T21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,T,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2197,H000891873-3,B21HQ-71PS-7V-1000NS-NNNNN-NXL,2022-01-07 06:15:00,1,27,B,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2198,H000891873-3,I21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2199,H000891873-3,I21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2200,H000891873-3,I21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2201,H000891873-3,I21HQ-71RS-7V-1000NS-02C00-NUN,2022-01-06 19:45:00,2,27,I,21,H,Q,7,1,R,S,7,V,1000,N,S,3,2022,1,19,19:45:00
2202,H000891873-3,I18HQ-71PN-7V-1000NS-NNNNN-NXN,2022-01-07 07:45:00,1,27,I,18,H,Q,7,1,P,N,7,V,1000,N,S,4,2022,1,7,07:45:00
2203,H000891873-3,I21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:30:00,1,27,I,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:30:00
2204,H000891873-3,B21HQ-71PS-7V-1000NS-NNNNN-NXL,2022-01-07 06:30:00,1,27,B,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:30:00
2205,H000891873-3,I21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:30:00,1,27,I,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:30:00
2206,H000891873-3,I21HQ-71PS-7V-1000NS-NNNNN-NXN,2022-01-07 06:15:00,1,27,I,21,H,Q,7,1,P,S,7,V,1000,N,S,4,2022,1,6,06:15:00
2207,H000891873-3,I21HQ-71RS-7V-1000NS-02C00-NUN,2022-01-06 19:45:00,2,27,I,21,H,Q,7,1,R,S,7,V,1000,N,S,3,2022,1,19,19:45:00
2208,H000891674-2,B21HQ-68GN-7V-0900NS-NNNNN-NXL,2022-01-11 10:15:00,1,27,B,21,H,Q,6,8,G,N,7,V,0900,N,S,1,2022,1,10,10:15:00
2209,H000891674-2,I18HQ-68GN-7V-0900NS-NNNNN-NXN,2022-01-11 17:00:00,1,27,I,18,H,Q,6,8,G,N,7,V,0900,N,S,1,2022,1,17,17:00:00
2210,H000891674-2,I18HQ-68GN-7V-0900NS-NNNNN-NXN,2022-01-11 17:00:00,1,27,I,18,H,Q,6,8,G,N,7,V,0900,N,S,1,2022,1,17,17:00:00
2211,H000891674-2,I18HQ-68GN-7V-0900NS-NNNNN-NXN,2022-01-11 17:00:00,1,27,I,18,H,Q,6,8,G,N,7,V,0900,N,S,1,2022,1,17,17:00:00
2212,H000891674-2,T21HQ-68NN-7V-0900NL-02C00-D5N,2022-01-10 10:00:00,1,27,T,21,H,Q,6,8,N,N,7,V,0900,N,L,0,2022,1,10,10:00:00
2213,H000896465-3,T21HQ-68NN-7V-1800NL-04C00-N5A,2022-01-18 00:30:00,1,27,T,21,H,Q,6,8,N,N,7,V,1800,N,L,1,2022,1,0,00:30:00
2214,H000894758-1,B24HK-T1NN-7V-2002DD-NNNNN-NXL,2022-04-19 19:30:00,1,27,B,24,H,K,T,1,N,N,7,V,2002,D,D,1,2022,4,19,19:30:00
2215,H000894758-1,I24HK-T1NN-7V-2002DD-NNNNN-NXN,2022-04-19 19:30:00,1,27,I,24,H,K,T,1,N,N,7,V,2002,D,D,1,2022,4,19,19:30:00
2216,H000894758-1,I24HK-T1NN-7V-2002DD-NNNNN-NXN,2022-04-19 15:00:00,1,27,I,24,H,K,T,1,N,N,7,V,2002,D,D,1,2022,4,15,15:00:00
2217,H000894758-1,I24HK-T1NN-7V-2002DD-NNNNN-NXN,2022-04-19 15:00:00,1,27,I,24,H,K,T,1,N,N,7,V,2002,D,D,1,2022,4,15,15:00:00
2218,H000894758-1,I24HK-T1NN-7V-2002DD-NNNNN-NXN,2022-04-19 15:00:00,1,27,I,24,H,K,T,1,N,N,7,V,2002,D,D,1,2022,4,15,15:00:00
2219,H000894758-1,I24HK-T1NN-7V-2002DD-06C00-NFN,2022-04-18 19:45:00,1,27,I,24,H,K,T,1,N,N,7,V,2002,D,D,0,2022,4,19,19:45:00
2220,H000894758-1,T24HK-T1NN-7V-2002DD-NNNNN-NXT,2022-04-19 15:00:00,1,27,T,24,H,K,T,1,N,N,7,V,2002,D,D,1,2022,4,15,15:00:00
2221,H000894074-1,B21HQ-78HN-7V-1800NS-NNNNN-NXL,2022-01-14 07:45:00,1,27,B,21,H,Q,7,8,H,N,7,V,1800,N,S,4,2022,1,7,07:45:00
2222,H000894074-1,I21HQ-78HN-7V-1800NS-NNNNN-NXN,2022-01-14 07:30:00,1,27,I,21,H,Q,7,8,H,N,7,V,1800,N,S,4,2022,1,7,07:30:00
2223,H000894074-1,I21HQ-78HN-7V-1800NS-NNNNN-NXN,2022-01-14 07:30:00,1,27,I,21,H,Q,7,8,H,N,7,V,1800,N,S,4,2022,1,7,07:30:00
2224,H000894074-1,T21HQ-78NN-7V-1800NL-04C00-D4A,2022-01-13 12:00:00,1,27,T,21,H,Q,7,8,N,N,7,V,1800,N,L,3,2022,1,12,12:00:00
2225,H000896465-3,B21HQ-68HN-7V-1800NS-NNNNN-NXL,2022-01-18 22:15:00,1,27,B,21,H,Q,6,8,H,N,7,V,1800,N,S,1,2022,1,22,22:15:00
2226,H000896465-3,I21HQ-68HN-7V-1800NS-NNNNN-NXN,2022-01-18 22:15:00,1,27,I,21,H,Q,6,8,H,N,7,V,1800,N,S,1,2022,1,22,22:15:00
2227,H000896465-3,I21HQ-68HN-7V-1800NS-NNNNN-NXN,2022-01-18 22:15:00,1,27,I,21,H,Q,6,8,H,N,7,V,1800,N,S,1,2022,1,22,22:15:00
2228,H000894967-1,B24HQ-78HN-7V-1600NS-NNNNN-NXL,2022-02-07 04:45:00,1,27,B,24,H,Q,7,8,H,N,7,V,1600,N,S,0,2022,2,4,04:45:00
2229,H000894967-1,I24HQ-78HN-7V-1600NS-NNNNN-NXN,2022-02-07 04:45:00,1,27,I,24,H,Q,7,8,H,N,7,V,1600,N,S,0,2022,2,4,04:45:00
2230,H000894967-1,I24HQ-78HN-7V-1600NS-NNNNN-NXN,2022-02-07 04:45:00,1,27,I,24,H,Q,7,8,H,N,7,V,1600,N,S,0,2022,2,4,04:45:00
2231,H000894967-1,T24HQ-78NN-7V-1600NL-04C00-H4A,2022-02-04 09:45:00,1,27,T,24,H,Q,7,8,N,N,7,V,1600,N,L,4,2022,2,9,09:45:00
2232,H000896126-1,I18HX-78HN-7V-0900NS-NNNNN-NXN,2022-01-26 13:15:00,1,27,I,18,H,X,7,8,H,N,7,V,0900,N,S,2,2022,1,13,13:15:00
2233,H000896126-1,T21HX-78NN-7V-0900NL-02C00-D5N,2022-01-25 03:30:00,1,27,T,21,H,X,7,8,N,N,7,V,0900,N,L,1,2022,1,3,03:30:00
2234,H000897553-1,B21FQ-68PS-7V-1800DY-NNNNN-NXL,2022-01-26 02:15:00,1,16,B,21,F,Q,6,8,P,S,7,V,1800,D,Y,2,2022,1,2,02:15:00
2235,H000897553-1,I18FQ-68PN-7V-1800DY-NNNNN-NXN,2022-01-26 12:45:00,1,16,I,18,F,Q,6,8,P,N,7,V,1800,D,Y,2,2022,1,12,12:45:00
2236,H000897553-1,I18FQ-68PN-7V-1800DY-NNNNN-NXN,2022-01-26 12:45:00,1,16,I,18,F,Q,6,8,P,N,7,V,1800,D,Y,2,2022,1,12,12:45:00
2237,H000897553-1,I18FQ-68PN-7V-1800DY-NNNNN-NXN,2022-01-26 12:45:00,1,16,I,18,F,Q,6,8,P,N,7,V,1800,D,Y,2,2022,1,12,12:45:00
2238,H000897553-1,T21FQ-68PS-7V-1800DY-NNNNN-NXN,2022-01-26 02:15:00,1,16,T,21,F,Q,6,8,P,S,7,V,1800,D,Y,2,2022,1,2,02:15:00
2239,H000895308-1,I24HE-T1NV-7V-1000NS-NNNNN-NXN,2022-01-28 07:15:00,1,27,I,24,H,E,T,1,N,V,7,V,1000,N,S,4,2022,1,7,07:15:00
2240,H000896126-1,I21HX-78HN-7V-0900NS-NNNNN-NXN,2022-01-26 01:45:00,1,27,I,21,H,X,7,8,H,N,7,V,0900,N,S,2,2022,1,1,01:45:00
2241,H000896126-1,I18HX-78HN-7V-0900NS-NNNNN-NXN,2022-01-26 13:15:00,1,27,I,18,H,X,7,8,H,N,7,V,0900,N,S,2,2022,1,13,13:15:00
2242,H000896126-1,T21HX-78NN-7V-0900NL-02C00-D5N,2022-01-25 03:30:00,1,27,T,21,H,X,7,8,N,N,7,V,0900,N,L,1,2022,1,3,03:30:00
2243,H000896126-1,B21HX-78HN-7V-0900NS-NNNNN-NXL,2022-01-26 01:45:00,1,27,B,21,H,X,7,8,H,N,7,V,0900,N,S,2,2022,1,1,01:45:00
2244,H000895308-1,I24HE-T1NV-7V-1000NS-NNNNN-NXN,2022-01-28 07:00:00,1,27,I,24,H,E,T,1,N,V,7,V,1000,N,S,4,2022,1,7,07:00:00
2245,H000896126-1,I21HX-78HN-7V-0900NS-NNNNN-NXN,2022-01-26 01:45:00,1,27,I,21,H,X,7,8,H,N,7,V,0900,N,S,2,2022,1,1,01:45:00
2246,H000895308-1,I24HE-T1NV-7V-1000NS-NNNNN-NXN,2022-01-28 07:00:00,1,27,I,24,H,E,T,1,N,V,7,V,1000,N,S,4,2022,1,7,07:00:00
2247,H000895308-1,I24HE-T1NV-7V-1000NS-NNNNN-NXN,2022-01-28 07:00:00,1,27,I,24,H,E,T,1,N,V,7,V,1000,N,S,4,2022,1,7,07:00:00
